,draft_year,player_id,player_name,position,pos_abbr,school_x,school_name,school_abbr,link,pick,overall,round,traded,trade_note,team,team_abbr,team_logo_espn,guid,weight,height,pos_rk,ovr_rk,grade,player_image,Year,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle,Unnamed: 0,alt_player_id,school_y,Total Receptions,Mean Receptions,Highest Receptions,Lowest Receptions,Total Receiving Yards,Mean Receiving Yards,Highest Receiving Yards,Lowest Receiving Yards,Total Receiving Touchdowns,Mean Receiving Touchdowns,Highest Receiving Touchdowns,Lowest Receiving Touchdowns,Total Yards Per Reception,Mean Yards Per Reception,Highest Yards Per Reception,Lowest Yards Per Reception,Total Long Reception,Mean Long Reception,Highest Long Reception,Lowest Long Reception
39,2019,103532,A.J. Brown,Wide Receiver,WR,Ole Miss,Rebels,MISS,http://insider.espn.com/nfl/draft/player/_/id/103532,19.0,51.0,2.0,False,,Tennessee Titans,TEN,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/ten.png,53cf1afe22f9ea1f7d9ba992d25c8ac5,226.0,73.0,5.0,45.0,85.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103532.png,2019.0,Mississippi,WR,72.5,226.0,9.75,32.88,,4.49,19.0,36.5,120.0,4.29,7.11,,17414,4047646,Ole Miss,189.0,63.0,85.0,29.0,2984.0,994.6666666666666,1320.0,412.0,38.0,6.333333333333333,11.0,2.0,46.4,15.466666666666669,16.7,14.2,198.0,66.0,84.0,37.0
40,2019,103860,Mecole Hardman,Wide Receiver,WR,Georgia,Bulldogs,UGA,http://insider.espn.com/nfl/draft/player/_/id/103860,24.0,56.0,2.0,True,From LAR via NE and CHI,Kansas City Chiefs,KC,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/kc.png,6189b3f7b774362dca5f9edf211e55f9,187.0,70.0,12.0,67.0,78.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103860.png,2019.0,Georgia,WR,70.25,187.0,9.0,30.25,,4.33,17.0,36.5,119.0,4.29,6.86,,17650,4035004,Georgia,59.0,29.5,34.0,25.0,950.0,475.0,532.0,418.0,22.0,5.5,7.0,4.0,32.3,16.15,16.7,15.6,139.0,69.5,80.0,59.0
41,2019,103553,Parris Campbell,Wide Receiver,WR,Ohio State,Buckeyes,OSU,http://insider.espn.com/nfl/draft/player/_/id/103553,27.0,59.0,2.0,False,,Indianapolis Colts,IND,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/ind.png,dc987983758f55d518251e944cb9c549,205.0,72.0,7.0,49.0,84.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103553.png,2019.0,Ohio State,WR,71.88,205.0,9.5,32.25,,4.31,11.0,40.0,135.0,4.03,,,17825,3121410,Ohio State,143.0,47.66666666666666,90.0,13.0,1768.0,589.3333333333334,1063.0,121.0,30.0,5.0,12.0,0.0,35.7,11.9,14.6,9.3,168.0,56.0,78.0,16.0
42,2019,103915,Diontae Johnson,Wide Receiver,WR,Toledo,Rockets,TOL,http://insider.espn.com/nfl/draft/player/_/id/103915,2.0,66.0,3.0,True,From OAK,Pittsburgh Steelers,PIT,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/pit.png,0840444a2bd05deb66f091e20a1c88b2,183.0,71.0,19.0,137.0,66.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103915.png,2019.0,Toledo,WR,70.5,183.0,9.0,30.75,,4.53,15.0,33.5,123.0,4.45,7.09,,18279,3932905,Toledo,137.0,45.66666666666666,74.0,14.0,2276.0,758.6666666666666,1278.0,237.0,47.0,7.833333333333333,13.0,2.0,49.7,16.566666666666666,17.3,15.5,205.0,68.33333333333333,89.0,36.0
43,2019,103800,Terry McLaurin,Wide Receiver,WR,Ohio State,Buckeyes,OSU,http://insider.espn.com/nfl/draft/player/_/id/103800,12.0,76.0,3.0,False,,Washington,WSH,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/wsh.png,04454e1792946271f951c0339528e97e,208.0,72.0,8.0,57.0,81.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103800.png,2019.0,Ohio State,WR,72.13,208.0,9.13,31.5,,4.35,18.0,37.5,125.0,4.15,7.01,,18897,3121422,Ohio State,75.0,25.0,35.0,11.0,1251.0,417.0,701.0,114.0,38.0,6.333333333333333,11.0,2.0,45.4,15.133333333333333,20.0,10.4,178.0,59.333333333333336,84.0,19.0
44,2019,103864,Miles Boykin,Wide Receiver,WR,Notre Dame,Fighting Irish,ND,http://insider.espn.com/nfl/draft/player/_/id/103864,29.0,93.0,3.0,True,From MIN via NYJ and NO,Baltimore Ravens,BAL,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/bal.png,62d3dd7a5335fead779a6c73e9e62102,220.0,76.0,9.0,61.0,80.0,,2019.0,Notre Dame,WR,75.75,220.0,9.88,33.5,,4.42,12.0,43.5,140.0,4.07,6.77,,19536,3932423,Notre Dame,77.0,25.666666666666668,59.0,6.0,1206.0,402.0,872.0,81.0,22.0,3.6666666666666665,8.0,1.0,49.400000000000006,16.46666666666667,21.1,13.5,120.0,40.0,55.0,25.0
45,2019,103546,Hakeem Butler,Wide Receiver,WR,Iowa State,Cyclones,ISU,http://insider.espn.com/nfl/draft/player/_/id/103546,1.0,103.0,4.0,False,,Arizona Cardinals,ARI,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/ari.png,47fb5d05d4fd39f48dbd49702d337363,227.0,77.0,11.0,66.0,78.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103546.png,2019.0,Iowa State,WR,77.63,227.0,10.75,35.25,,4.48,18.0,36.0,128.0,4.2,7.2,,19852,3917940,Iowa State,110.0,36.66666666666666,60.0,9.0,2149.0,716.3333333333334,1318.0,134.0,36.0,6.0,9.0,2.0,53.9,17.966666666666665,22.0,14.9,196.0,65.33333333333333,83.0,39.0
46,2019,103858,Riley Ridley,Wide Receiver,WR,Georgia,Bulldogs,UGA,http://insider.espn.com/nfl/draft/player/_/id/103858,24.0,126.0,4.0,False,,Chicago Bears,CHI,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/chi.png,956ab254a577ba8eba46b428ceb499ea,199.0,73.0,10.0,65.0,78.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103858.png,2019.0,Georgia,WR,73.25,194.0,10.25,32.625,,4.58,13.0,30.5,124.0,4.28,7.22,,20867,4035015,Georgia,70.0,23.33333333333333,44.0,12.0,1026.0,342.0,570.0,218.0,26.0,4.333333333333333,9.0,2.0,48.4,16.133333333333333,19.8,13.0,139.0,46.333333333333336,57.0,35.0
47,2019,103624,Hunter Renfrow,Wide Receiver,WR,Clemson,Tigers,CLEM,http://insider.espn.com/nfl/draft/player/_/id/103624,11.0,149.0,5.0,True,From DAL via CIN,Oakland Raiders,OAK,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/oak.png,589ccf52907554646ea22c5adc2748b7,184.0,70.0,40.0,306.0,39.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103624.png,2019.0,Clemson,WR,70.5,180.0,7.88,29.0,,4.59,7.0,35.0,116.0,4.19,6.8,,21914,3135321,Clemson,186.0,46.5,60.0,33.0,2133.0,533.25,602.0,492.0,30.0,3.75,6.0,1.0,47.3,11.825,14.9,10.0,193.0,48.25,61.0,35.0
48,2019,103862,Darius Slayton,Wide Receiver,WR,Auburn,Tigers,AUB,http://insider.espn.com/nfl/draft/player/_/id/103862,33.0,171.0,5.0,False,Compensatory Selection,New York Giants,NYG,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyg.png,277a394ea2c5984cee8c9dfd2f651f20,190.0,73.0,16.0,112.0,70.0,,2019.0,Auburn,WR,73.0,190.0,10.0,32.75,,4.39,11.0,40.5,135.0,4.15,7.0,,23120,3916945,Auburn,79.0,26.33333333333333,35.0,15.0,1605.0,535.0,670.0,292.0,22.0,3.6666666666666665,5.0,1.0,60.8,20.26666666666667,22.2,19.1,192.0,64.0,74.0,56.0
49,2019,103903,Travis Fulgham,Wide Receiver,WR,Old Dominion,Monarchs,ODU,http://insider.espn.com/nfl/draft/player/_/id/103903,11.0,184.0,6.0,False,,Detroit Lions,DET,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/det.png,dfe103fffb0b1b55c2a203b3a6124b13,215.0,75.0,13.0,89.0,73.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103903.png,2019.0,Old Dominion (VA),WR,74.38,215.0,9.5,33.75,,4.58,15.0,36.5,126.0,4.26,6.95,,23732,3139522,Old Dominion,128.0,32.0,63.0,6.0,2044.0,511.0,1083.0,89.0,36.0,5.142857142857143,9.0,0.0,61.6,15.4,17.2,13.1,212.0,53.0,71.0,24.0
50,2019,104046,Juwann Winfree,Wide Receiver,WR,Colorado,Buffaloes,COLO,http://insider.espn.com/nfl/draft/player/_/id/104046,14.0,187.0,6.0,True,From CAR,Denver Broncos,DEN,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/den.png,a566269f9652430c1a3d62a3cf61e55c,215.0,75.0,,,,,2019.0,Colorado,WR,73.13,210.0,9.75,31.5,,4.57,15.0,31.5,122.0,4.29,7.08,,23954,3128317,Colorado,60.0,20.0,28.0,11.0,807.0,269.0,325.0,158.0,12.0,2.0,2.0,2.0,41.5,13.833333333333334,15.5,11.6,143.0,47.66666666666666,79.0,31.0
51,2019,104050,Marcus Green,Wide Receiver,WR,UL Monroe,Warhawks,ULM,http://insider.espn.com/nfl/draft/player/_/id/104050,30.0,203.0,6.0,True,From LAR,Atlanta Falcons,ATL,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/atl.png,92ccc9d4734fcf3c8d540a15b81b343c,190.0,68.0,,,,,2019.0,Louisiana-Monroe,WR,67.88,190.0,9.0,30.75,,4.45,13.0,35.5,121.0,4.45,6.99,,24604,3124964,UL Monroe,203.0,50.75,63.0,36.0,2726.0,681.5,855.0,344.0,48.0,6.0,8.0,4.0,53.2,13.3,17.1,9.6,274.0,68.5,80.0,49.0
52,2019,103580,Kelvin Harmon,Wide Receiver,WR,NC State,Wolfpack,NCST,http://insider.espn.com/nfl/draft/player/_/id/103580,33.0,206.0,6.0,False,Compensatory Selection,Washington,WSH,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/wsh.png,68075b2beb54a8613fc27e57e39214e2,221.0,75.0,14.0,100.0,72.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103580.png,2019.0,North Carolina State,WR,74.13,221.0,9.5,32.5,,4.6,18.0,32.5,117.0,4.32,7.15,,24876,4036163,NC State,177.0,59.0,81.0,27.0,2665.0,888.3333333333334,1186.0,462.0,32.0,5.333333333333333,7.0,4.0,46.4,15.466666666666669,17.1,14.6,190.0,63.333333333333336,74.0,48.0
53,2019,104052,Scott Miller,Wide Receiver,WR,Bowling Green,Falcons,BGSU,http://insider.espn.com/nfl/draft/player/_/id/104052,35.0,208.0,6.0,True,Compensatory Selection (From PHI),Tampa Bay Buccaneers,TB,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/tb.png,62000ee0d988a871c3a6386819d1c25b,174.0,69.0,,,,,2019.0,Bowling Green (OH),WR,69.13,174.0,8.75,29.25,,4.4,14.0,32.5,120.0,4.06,7.08,,25008,3914397,Bowling Green,215.0,53.75,74.0,7.0,2867.0,716.75,1148.0,29.0,46.0,6.571428571428571,10.0,0.0,44.9,11.225,16.2,4.1,230.0,57.5,76.0,13.0
54,2019,103882,John Ursua,Wide Receiver,WR,Hawai'i,Rainbow Warriors,HAW,http://insider.espn.com/nfl/draft/player/_/id/103882,22.0,236.0,7.0,True,From JAX via BAL,Seattle Seahawks,SEA,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/sea.png,4f3c840392e54e21f54cf19c6a9e671b,178.0,69.0,45.0,335.0,35.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103882.png,2019.0,Hawaii,WR,69.13,178.0,9.25,29.875,,4.6,16.0,35.5,117.0,4.2,6.88,,26396,3933064,Hawai'i,189.0,63.0,89.0,47.0,2662.0,887.3333333333334,1343.0,652.0,48.0,8.0,16.0,3.0,41.6,13.866666666666667,15.1,12.3,209.0,69.66666666666667,85.0,44.0
55,2019,103594,Terry Godwin,Wide Receiver,WR,Georgia,Bulldogs,UGA,http://insider.espn.com/nfl/draft/player/_/id/103594,23.0,237.0,7.0,True,From DEN via HOU,Carolina Panthers,CAR,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/car.png,31b46bffe0a3e71571b09d6294da1a79,184.0,71.0,35.0,274.0,44.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103594.png,2019.0,Georgia,WR,71.5,184.0,9.38,30.0,,4.55,,36.5,117.0,4.22,6.96,,26466,3915174,Georgia,133.0,33.25,38.0,22.0,1788.0,447.0,639.0,373.0,22.0,2.75,6.0,0.0,55.0,13.75,17.0,10.4,207.0,51.75,75.0,35.0
56,2019,103887,Dillon Mitchell,Wide Receiver,WR,Oregon,Ducks,ORE,http://insider.espn.com/nfl/draft/player/_/id/103887,25.0,239.0,7.0,True,From NE via PHI,Minnesota Vikings,MIN,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/min.png,88161ba289b52bf0392338af89f18be1,197.0,73.0,25.0,188.0,58.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103887.png,2019.0,Oregon,WR,73.25,197.0,9.0,31.5,,4.46,12.0,36.5,122.0,4.29,7.04,,26597,4038938,Oregon,119.0,39.66666666666666,75.0,2.0,1710.0,570.0,1184.0,9.0,28.0,5.6,10.0,0.0,32.6,10.866666666666667,15.8,4.5,140.0,46.66666666666666,67.0,6.0
57,2019,103599,Emanuel Hall,Wide Receiver,WR,Missouri,Tigers,MIZ,http://insider.espn.com/nfl/draft/player/_/id/103599,,,,,,,,,48e54163ce2ef1a4a7dc27eb034a81fc,201.0,73.875,17.0,117.0,69.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103599.png,2019.0,Missouri,WR,73.88,201.0,9.75,33.25,,4.39,15.0,43.5,141.0,,,,26958,3924318,Missouri,97.0,24.25,37.0,8.0,2016.0,504.0,828.0,64.0,32.0,4.571428571428571,8.0,0.0,71.4,17.85,24.8,8.0,193.0,48.25,67.0,14.0
58,2019,103757,Penny Hart,Wide Receiver,WR,Georgia State,Panthers,GAST,http://insider.espn.com/nfl/draft/player/_/id/103757,,,,,,,,,1c42f03fe33d1c371e6f580fcd591ec8,180.0,68.0,20.0,142.0,65.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103757.png,2019.0,Georgia State,WR,68.0,180.0,9.13,31.0,,4.67,17.0,32.0,108.0,4.79,7.75,,27208,3917546,Georgia State,202.0,50.5,74.0,8.0,2950.0,737.5,1121.0,61.0,38.0,4.75,8.0,1.0,51.900000000000006,12.975,15.5,7.6,208.0,52.0,70.0,24.0
59,2019,103893,Preston Williams,Wide Receiver,WR,Colorado State,Rams,CSU,http://insider.espn.com/nfl/draft/player/_/id/103893,,,,,,,,,7515d163f436c009999f6aa91315d1ff,211.0,76.25,21.0,146.0,64.0,,2019.0,Colorado State,WR,76.25,211.0,9.13,33.0,,4.65,,30.0,113.0,4.39,7.22,,27352,3915399,Colorado State,112.0,37.333333333333336,96.0,7.0,1592.0,530.6666666666666,1345.0,89.0,32.0,6.4,14.0,0.0,46.5,15.5,22.6,9.9,137.0,45.66666666666666,69.0,19.0
60,2019,103562,Anthony Johnson,Wide Receiver,WR,Buffalo,Bulls,BUFF,http://insider.espn.com/nfl/draft/player/_/id/103562,,,,,,,,,6ed412584303757086e67a9b1f266575,209.0,73.875,22.0,152.0,63.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103562.png,2019.0,Buffalo,WR,73.88,209.0,9.38,31.38,,4.59,18.0,32.5,122.0,,7.12,,27426,4049301,Buffalo,133.0,66.5,76.0,57.0,2367.0,1183.5,1356.0,1011.0,50.0,12.5,14.0,11.0,35.5,17.75,17.8,17.7,144.0,72.0,75.0,69.0
61,2019,103562,Anthony Johnson,Wide Receiver,WR,Buffalo,Bulls,BUFF,http://insider.espn.com/nfl/draft/player/_/id/103562,,,,,,,,,6ed412584303757086e67a9b1f266575,209.0,73.875,22.0,152.0,63.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103562.png,2015.0,West Texas A&M,WR,73.75,194.0,10.38,33.0,,4.56,20.0,24.5,102.0,4.83,7.93,,27426,4049301,Buffalo,133.0,66.5,76.0,57.0,2367.0,1183.5,1356.0,1011.0,50.0,12.5,14.0,11.0,35.5,17.75,17.8,17.7,144.0,72.0,75.0,69.0
62,2019,103880,Antoine Wesley,Wide Receiver,WR,Texas Tech,Red Raiders,TTU,http://insider.espn.com/nfl/draft/player/_/id/103880,,,,,,,,,07afe1ae2aeb2fbd550ba893167c9d73,206.0,76.125,26.0,205.0,55.0,,2019.0,Texas Tech,WR,76.13,206.0,9.75,34.0,,4.72,6.0,37.0,117.0,4.26,7.07,,27951,4043161,Texas Tech,98.0,49.0,88.0,10.0,1547.0,773.5,1410.0,137.0,18.0,6.0,9.0,0.0,29.7,14.85,16.0,13.7,101.0,50.5,66.0,35.0
63,2019,103741,Jaylen Smith,Wide Receiver,WR,Louisville,Cardinals,LOU,http://insider.espn.com/nfl/draft/player/_/id/103741,,,,,,,,,6fd0b27592ccf9c24b910a3a4feb398c,219.0,74.25,27.0,216.0,53.0,,2019.0,Louisville,WR,74.25,213.0,9.25,32.75,,4.47,14.0,34.5,122.0,4.48,7.55,,28142,3916418,Louisville,152.0,38.0,60.0,27.0,2505.0,626.25,980.0,376.0,30.0,3.75,7.0,1.0,66.8,16.7,22.2,13.0,246.0,61.5,75.0,42.0
64,2019,103896,Jazz Ferguson,Wide Receiver,WR,Northwestern State,Demons,NWST,http://insider.espn.com/nfl/draft/player/_/id/103896,,,,,,,,,b453d693d775ab3ec30c06b9808f3511,227.0,76.625,29.0,231.0,51.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103896.png,2019.0,Northwestern State (LA),WR,76.75,227.0,9.25,34.25,,4.45,8.0,37.0,123.0,4.59,7.25,,28656,3843603,Northwestern State,68.0,34.0,66.0,2.0,1134.0,567.0,1117.0,17.0,26.0,8.666666666666666,13.0,0.0,25.4,12.7,16.9,8.5,81.0,40.5,71.0,10.0
65,2019,103581,Nyqwan Murray,Wide Receiver,WR,Florida State,Seminoles,FSU,http://insider.espn.com/nfl/draft/player/_/id/103581,,,,,,,,,5e9716b17436e0fbb9647ade72b715c2,191.0,70.25,30.0,237.0,50.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103581.png,2019.0,Florida State,WR,70.25,193.0,9.0,30.625,,4.63,8.0,34.0,113.0,4.4,7.2,,28702,3921571,Florida State,127.0,31.75,54.0,6.0,1854.0,463.5,744.0,65.0,24.0,3.4285714285714284,5.0,0.0,56.0,14.0,16.3,10.8,233.0,58.25,92.0,32.0
66,2019,103737,Jakobi Meyers,Wide Receiver,WR,NC State,Wolfpack,NCST,http://insider.espn.com/nfl/draft/player/_/id/103737,,,,,,,,,66d091a1ea808b91007f89d341dcbd40,203.0,73.625,31.0,251.0,48.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103737.png,2019.0,North Carolina State,WR,73.63,203.0,9.5,32.0,,4.63,13.0,37.0,118.0,4.23,7.07,,28985,3916433,NC State,168.0,56.0,92.0,13.0,1932.0,644.0,1047.0,158.0,18.0,3.6,5.0,0.0,35.1,11.7,12.2,11.4,142.0,47.333333333333336,71.0,32.0
67,2019,103865,Greg Dortch,Wide Receiver,WR,Wake Forest,Demon Deacons,WAKE,http://insider.espn.com/nfl/draft/player/_/id/103865,,,,,,,,,1245eb4c7f4bf200fbec973d7f557f6d,173.0,67.125,32.0,257.0,47.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103865.png,2019.0,Wake Forest,WR,67.13,173.0,9.25,29.25,,4.63,,31.5,106.0,4.12,7.0,,29202,4037235,Wake Forest,142.0,71.0,89.0,53.0,1800.0,900.0,1078.0,722.0,34.0,8.5,9.0,8.0,25.7,12.85,13.6,12.1,106.0,53.0,54.0,52.0
68,2019,103762,Alex Wesley,Wide Receiver,WR,Northern Colorado,Bears,UNCO,http://insider.espn.com/nfl/draft/player/_/id/103762,,,,,,,,,f8236193c81b2935a5e0b432bd48076d,190.0,71.875,34.0,269.0,45.0,,2019.0,Northern Colorado,WR,71.88,190.0,9.0,31.25,,4.45,13.0,38.5,125.0,4.44,7.4,,29488,3121110,Northern Colorado,57.0,57.0,57.0,57.0,1049.0,1049.0,1049.0,1049.0,21.0,4.2,6.0,2.0,18.4,18.4,18.4,18.4,62.0,62.0,62.0,62.0
69,2019,103693,Tyre Brady,Wide Receiver,WR,Marshall,Thundering Herd,MRSH,http://insider.espn.com/nfl/draft/player/_/id/103693,,,,,,,,,94d71444744f636231db5bbc2785b1d8,211.0,74.875,37.0,281.0,42.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103693.png,2019.0,Marshall (WV),WR,74.88,211.0,9.75,33.63,,4.8,12.0,32.0,117.0,4.25,7.35,,29895,3123074,Marshall,142.0,47.333333333333336,71.0,9.0,2056.0,685.3333333333334,1002.0,112.0,36.0,6.0,9.0,1.0,41.7,13.9,15.2,12.4,160.0,53.333333333333336,76.0,34.0
70,2019,103859,Lil'Jordan Humphrey,Wide Receiver,WR,Texas,Longhorns,TEX,http://insider.espn.com/nfl/draft/player/_/id/103859,,,,,,,,,a427fd3458c6bda08a039d58a5b0e704,210.0,75.625,38.0,287.0,41.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103859.png,2019.0,Texas,WR,75.63,210.0,9.5,32.75,,4.75,13.0,33.5,119.0,4.29,7.09,,30138,4039057,Texas,125.0,41.66666666666666,86.0,2.0,1622.0,540.6666666666666,1176.0,15.0,20.0,4.0,9.0,0.0,32.8,10.933333333333332,13.7,7.5,97.0,32.333333333333336,47.0,8.0
71,2019,103773,Keelan Doss,Wide Receiver,WR,UC Davis,Aggies,UCD,http://insider.espn.com/nfl/draft/player/_/id/103773,,,,,,,,,91ad94086cfffa533cbdb157fd98beeb,211.0,74.125,39.0,294.0,40.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103773.png,2019.0,UC-Davis,WR,74.75,211.0,9.5,31.75,,4.6,8.0,34.5,121.0,,,,30264,3120980,UC Davis,118.0,118.0,118.0,118.0,1345.0,1345.0,1345.0,1345.0,37.0,7.4,10.0,2.0,11.4,11.4,11.4,11.4,43.0,43.0,43.0,43.0
72,2019,103877,Johnnie Dixon,Wide Receiver,WR,Ohio State,Buckeyes,OSU,http://insider.espn.com/nfl/draft/player/_/id/103877,,,,,,,,,4fc1689b9c7a01c96a5b0606dee8e570,201.0,70.375,41.0,313.0,38.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103877.png,2019.0,Ohio State,WR,70.38,201.0,9.63,30.25,,4.41,16.0,37.5,120.0,4.43,7.49,,30982,3121413,Ohio State,67.0,16.75,42.0,1.0,1146.0,286.5,669.0,26.0,32.0,4.571428571428571,8.0,0.0,72.6,18.15,29.0,4.3,172.0,43.0,70.0,10.0
73,2019,103916,Damarkus Lodge,Wide Receiver,WR,Ole Miss,Rebels,MISS,http://insider.espn.com/nfl/draft/player/_/id/103916,,,,,,,,,eeaef6b15ee247458d94cd7224d629c0,202.0,73.875,42.0,314.0,38.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103916.png,2019.0,Mississippi,WR,73.88,202.0,9.5,33.125,,4.55,11.0,33.5,119.0,4.53,7.06,,31075,3930064,Ole Miss,122.0,30.5,65.0,1.0,1790.0,447.5,877.0,12.0,28.0,3.5,7.0,1.0,56.0,14.0,17.0,12.0,190.0,47.5,72.0,12.0
74,2019,102266,Cody Thompson,Wide Receiver,WR,Toledo,Rockets,TOL,http://insider.espn.com/nfl/draft/player/_/id/102266,,,,,,,,,f4e290fffd80061b70f7011e8f1af54e,205.0,73.5,44.0,327.0,36.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/102266.png,2019.0,Toledo,WR,73.5,205.0,9.38,31.0,,4.57,19.0,38.5,119.0,4.03,6.87,,31564,3126115,Toledo,181.0,36.2,64.0,4.0,3312.0,662.4,1269.0,34.0,60.0,6.666666666666667,11.0,0.0,83.3,16.66,22.3,8.5,300.0,60.0,88.0,15.0
75,2019,103780,Ryan Davis,Wide Receiver,WR,Auburn,Tigers,AUB,http://insider.espn.com/nfl/draft/player/_/id/103780,,,,,,,,,8375278c767140097338ddd294a76398,189.0,69.875,46.0,339.0,34.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103780.png,2019.0,Auburn,WR,69.88,189.0,9.25,30.88,,4.67,12.0,35.0,124.0,4.23,7.09,,31832,3916946,Auburn,178.0,59.333333333333336,84.0,25.0,1555.0,518.3333333333334,815.0,194.0,14.0,2.333333333333333,5.0,1.0,25.4,8.466666666666667,9.7,7.8,145.0,48.333333333333336,75.0,23.0
76,2019,103872,Anthony Ratliff-Williams,Wide Receiver,WR,North Carolina,Tar Heels,UNC,http://insider.espn.com/nfl/draft/player/_/id/103872,,,,,,,,,93a4d19b6b7a8d4c865b73f61334501c,195.0,71.625,48.0,350.0,33.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103872.png,2019.0,North Carolina,WR,72.25,205.0,9.5,30.75,,4.61,13.0,33.5,123.0,4.42,7.01,,32318,3895828,North Carolina,80.0,26.666666666666668,42.0,3.0,1340.0,446.6666666666667,689.0,21.0,16.0,3.2,6.0,0.0,41.4,13.8,18.0,7.0,116.0,38.66666666666666,51.0,14.0
77,2019,103919,Jeff Smith,Wide Receiver,WR,Boston College,Eagles,BC,http://insider.espn.com/nfl/draft/player/_/id/103919,,,,,,,,,451bc700291d3c3ef07745e045619bf6,191.0,72.0,49.0,360.0,32.0,,2019.0,Boston College,WR,72.0,191.0,9.0,31.5,,4.4,14.0,35.0,124.0,4.1,6.98,,32737,3929118,Boston College,72.0,24.0,27.0,20.0,1078.0,359.3333333333333,395.0,296.0,18.0,2.571428571428572,6.0,0.0,45.8,15.266666666666666,19.4,11.8,162.0,54.0,71.0,33.0
78,2019,103897,Jovon Durante,Wide Receiver,WR,Florida Atlantic,Owls,FAU,http://insider.espn.com/nfl/draft/player/_/id/103897,,,,,,,,,5ffe86aa4c52837979e963edd000efdf,160.0,71.125,51.0,372.0,31.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/103897.png,2019.0,Florida Atlantic,WR,71.13,160.0,8.75,31.13,,4.55,,31.5,120.0,4.31,7.0,,33132,3916069,Florida Atlantic,124.0,41.333333333333336,65.0,24.0,1582.0,527.3333333333334,873.0,331.0,24.0,4.0,5.0,2.0,38.7,12.9,15.8,9.5,163.0,54.333333333333336,57.0,51.0
